	TCGA-A2-A0YJ-01	TCGA-E2-A14Z-01	TCGA-AO-A0J7-01	TCGA-AO-A03M-01	TCGA-BH-A18M-01	TCGA-BH-A28Q-01	TCGA-A8-A08O-01	TCGA-C8-A130-01	TCGA-BH-A8FY-01	TCGA-AO-A125-01	TCGA-E2-A10B-01	TCGA-AN-A0XO-01	TCGA-AO-A1KT-01	TCGA-E2-A15H-01	TCGA-D8-A27W-01	TCGA-AO-A0JI-01	TCGA-BH-A0C3-01	TCGA-A8-A09Q-01	TCGA-AR-A250-01	TCGA-E9-A22G-01	TCGA-BH-A201-01	TCGA-E2-A1L6-01	TCGA-AN-A0FY-01
ACSL4	4910	1405	456	3090	2433	2208	1633	1291	361	294	1420	1916	2252	864	2097	2426	3353	2693	4200	1583	7034	2721	1622
ACSL5	263	1570	258	4314	1838	1272	319	1024	270	344	1239	2054	587	471	757	379	1315	999	901	1371	1067	870	1827
ACSL6	5	86	78	33	58	36	16	15	6	4	62	83	17	9	213	49	116	47	7	499	26	19	13
ACSM1	4	60	46	17	51	109	112	52	285	973	224	31	62	343	21	203	161	19	62	40	36	420	57
ACSM2A	0	0	0	0	1	1	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ACSM2B	0	1	0	0	1	0	1	0	13	0	0	0	0	4	0	0	1	0	0	1	3	0	0
ACSM3	75	58	11	177	132	227	84	70	94	69	43	33	117	30	125	35	96	44	138	278	116	156	13
ACSM4	0	0	0	0	1	0	0	1	2	0	0	2	1	0	0	0	0	0	0	1	0	1	0
ACSM5	2	225	23	72	75	113	40	46	79	11	83	7	72	14	58	13	656	96	69	3	66	84	13
ACSS1	1709	757	1705	4909	1238	2217	935	868	4340	3398	7243	1190	3443	2857	6231	4169	1156	931	8116	13535	1434	2379	8477
ACSS2	3629	1116	2367	2043	2232	3632	1275	1756	1171	2906	3541	2438	2991	1897	2346	3732	4545	1572	1840	3990	2157	2947	1077
ACSS3	972	770	31	270	2362	621	1731	1908	531	461	1323	151	626	66	159	66	1297	139	1829	416	1998	863	1543
ACTA1	541	69	65	8	77	392	363	126	31	26	62	4094	1163	83	26	32	9	23	115	7	46	74	449
ACTA2	15434	21271	10248	11996	40797	17658	24349	34577	6208	13433	16321	52467	50349	19411	23036	3543	11860	10261	50029	4366	55574	31154	29440
ACTBL2	11	1	1	15	15	62	7	0	2	0	6	27	2	10	2	11	2	0	1	5	52	3	3
ACTB	423524	461766	112949	401907	269113	252611	138791	363070	130203	225732	251921	370734	531713	273903	190360	114851	156554	232859	269809	258719	297184	290448	269776
ACTC1	4	21	8	6	6	2	6	133	5	21	5	7	6	3	95	0	15	5	14	6	8	8	7
ACTG1	123041	171651	310497	382168	243551	275105	114202	209339	123558	132771	155588	385184	438217	179116	323453	198921	169942	221735	305480	136951	240150	237447	301095
ACTG2	14789	1462	171	750	758	146	4381	1012	900	1815	540	15718	1190	1266	360	601	490	151	1793	170	6917	3723	428
ACTL6A	3163	3380	4693	5251	3076	5110	3091	5040	1717	2293	4420	7914	2602	3007	6049	2540	2060	4720	4525	7780	6237	3595	6076
ACTL6B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	1	0	0
ACTL7B	0	0	0	2	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0
ACTL8	85	13	95	117	16	5	7	860	0	0	14	2	0	378	11	0	8	219	4	41	1	8	15
ACTL9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	36824	15729	22502	20534	29978	23525	13107	15709	6692	11612	16348	35901	26258	21561	21823	5835	10835	11694	27030	7539	46964	19748	23907
ACTN2	2	546	1	8	4	1	9	482	0	0	2	46	12	292	46	5	1	6	120	6	11	89	97
ACTN3	2	1	1	3	2	4	3	2	0	4	1	10	0	1	3	0	4	0	1	1	6	1	2
ACTN4	54219	22188	29783	40419	29652	25539	30119	28031	13022	14637	28864	45204	25023	19170	58989	24049	18377	23949	42257	77522	36372	21046	46256
ACTR10	1777	1931	4433	4255	2632	3881	2504	4056	1548	1892	3229	3918	4668	2689	5727	3334	2326	2751	3348	2103	3759	3698	4481
ACTR1A	3272	7744	6016	13917	7557	8423	8006	10188	3739	6496	7469	8114	12783	9144	10144	7560	6387	8401	10298	13930	8442	9507	9883
ACTR1B	6747	3407	2830	4452	3412	3797	2236	2823	2523	3344	4235	3997	4551	4430	2650	4247	1616	2691	3105	4063	3774	4367	3929
ACTR2	29244	12982	13310	29752	19983	25747	15493	17743	5429	8231	19415	24173	18426	14628	31614	22140	17459	23516	37874	25322	26054	24093	19898
ACTR3B	1469	327	371	1439	424	786	403	685	336	671	849	1065	815	474	555	811	226	307	309	6930	709	587	530
ACTR3C	129	53	34	370	66	126	156	41	53	122	101	55	154	74	344	47	18	31	179	169	140	66	222
ACTR3	14332	9526	8231	15351	10170	15732	7972	10188	4628	5952	12603	14614	12035	8682	13337	7996	8952	12863	19656	11451	18357	12400	17780
ACTR5	707	508	511	11503	539	1452	538	886	524	591	913	842	1008	699	1413	834	476	697	1069	368	713	579	705
ACTR6	1724	970	2358	2646	1557	2888	1767	1028	694	1054	3064	1520	2279	1199	3644	2363	1052	1356	2887	2209	2081	2033	3014
ACTR8	1357	1005	2352	1663	1834	3288	1486	740	675	910	2284	2066	1388	1049	2660	1563	1327	2937	1899	1027	1858	1860	2153
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1B	2018	1979	6239	5984	3101	5778	3840	1738	2077	2984	8815	6140	1807	4043	5581	4432	2599	2247	5116	628	4155	3968	5473
ACVR1C	19	42	5	50	314	87	193	38	25	2	73	130	10	22	26	80	3152	45	22	23	73	192	94
ACVR1	2766	2224	1301	2782	3157	4666	2235	1738	792	1377	2419	5556	2593	2406	2744	916	3375	1750	6197	811	4277	3335	2947
ACVR2A	457	660	547	882	1049	1305	877	693	196	368	883	1338	811	406	1434	556	1187	939	2537	1101	1317	1179	1487
ACVR2B	1175	918	1583	553	1113	2766	2139	430	602	1830	1190	2251	890	1561	1637	1587	983	3520	1290	2627	1172	1765	3470
ACVRL1	371	1293	622	1588	1348	1552	929	1972	718	509	1407	1159	1303	827	1682	651	2367	1196	1831	667	1489	1188	1576
ACY1	2610	2231	2030	1817	1549	3326	1623	1481	1698	2521	2712	2475	3390	4266	4097	3077	2322	4061	2420	500	1555	2500	2878
ACY3	2	16	0	30	12	16	0	1	91	82	9	20	3	1	9	8	5	6	62	40	4	33	4
ACYP1	47	95	834	319	166	290	88	216	470	290	280	245	177	213	551	63	129	309	114	626	199	241	577
ACYP2	368	258	218	522	273	374	160	896	311	542	457	305	101	89	227	176	131	216	258	932	336	523	849
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	1	2	0	4	1	5	5	0	0	0	0	7	5	5	4	2	0	4	2	9	2	3
ADAL	186	327	318	606	419	791	413	190	473	440	1034	523	1056	235	459	864	421	418	565	441	611	690	538
ADAM10	5373	2991	1835	4497	4440	8300	4212	2195	1634	1492	3368	5735	4153	3995	8528	6873	4581	7296	8884	1908	8907	5465	4213
ADAM11	2	9	49	9	26	26	13	25	34	32	18	45	10	28	261	25	18	21	15	66	19	27	25
ADAM12	1009	4116	4003	3782	10635	11870	8947	4502	212	577	8547	9439	5821	6877	2794	1011	7881	5943	16984	2396	15763	8152	10536
ADAM15	33025	10347	9266	11653	8662	21981	2770	12825	23207	15473	15415	24367	10082	21305	11571	4723	24596	13142	10545	15380	8113	9319	7342
ADAM17	7396	1359	1607	2401	1966	3028	1673	1699	536	1000	2214	2772	1444	1708	3003	1419	1982	1977	3599	4224	2723	2433	2600
ADAM18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	127	0	0	0	0
ADAM19	554	1133	787	1742	1548	1863	2074	1304	179	304	1308	1387	1916	1528	1206	308	1263	1076	3332	391	1776	1035	2530
ADAM20	2	4	0	3	7	5	4	8	4	19	1	9	7	3	2	2	1	3	3	2	10	4	4
ADAM21P1	4	10	2	0	9	8	2	11	2	1	5	45	0	1	5	4	14	11	9	16	1	5	2
ADAM21	4	33	10	1	47	36	11	38	25	13	13	108	8	12	5	30	42	27	35	39	9	28	6
ADAM22	0	87	8	53	191	278	126	29	49	2	732	161	367	76	578	155	125	362	448	170	383	192	221
ADAM23	1	44	16	70	165	142	86	34	2	0	74	56	162	65	110	75	187	102	170	0	191	123	29
ADAM28	34	248	33	517	293	1147	545	87	581	42	310	26	200	56	547	49	197	522	615	534	311	1227	92
ADAM29	0	4	1	6	0	5	8	2	0	0	2	3	1	3	104	0	0	2	5	0	0	95	0
ADAM2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	120	0	0	0	138	0	0	0	0
ADAM30	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ADAM32	548	36	37	47	56	154	9	86	43	0	77	33	300	51	243	237	9	8	40	268	865	24	35
ADAM33	5	136	38	298	389	332	206	106	32	9	111	211	232	152	96	56	762	64	63	23	346	376	113
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADAM6	6345	114001	12775	178690	72112	36999	40816	32737	897	175	21684	8543	16709	102943	339332	38202	44391	159797	63518	3542	20867	12119	2901
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	631	1205	354	605	684	392	351	411	575	334	2116	453	1697	3049	552	108	731	752	2072	597	500	887	813
ADAM9	53071	2034	4017	9554	5858	14970	8741	1880	1318	744	5920	2975	12880	2713	8072	21439	4895	9556	17123	2818	6589	6644	6680
ADAMDEC1	147	734	59	1657	37	60	72	245	3	0	298	29	64	9	717	29	402	2166	2022	318	185	76	35
ADAMTS10	27	240	109	119	302	747	185	366	143	970	383	522	215	175	201	549	414	210	309	21	489	226	286
ADAMTS12	361	328	876	1384	1884	2900	2361	589	38	67	1603	1378	697	922	1923	244	2317	1797	4150	158	1445	731	1979
ADAMTS13	157	202	186	118	175	331	132	182	341	702	229	235	243	498	112	585	57	78	69	142	57	229	138
ADAMTS14	85	178	227	264	669	684	651	265	26	46	366	291	546	685	206	26	380	263	879	212	742	588	776
ADAMTS15	95	1237	1866	4300	927	1993	1318	246	242	165	987	274	92	140	3133	1503	923	491	1319	3	612	1756	297
ADAMTS16	22	69	100	7	805	572	530	166	4	0	431	984	782	516	38	14	275	145	3556	30	1365	279	284
ADAMTS17	32	275	39	154	101	234	324	406	27	38	141	92	151	58	218	88	87	52	382	3	361	146	428
ADAMTS18	8	57	7	4692	294	63	120	35	39	5	57	38	25	5	34	0	334	13	21	29	179	233	5856
ADAMTS19	0	53	0	5	382	35	13	2	0	0	1170	4	106	2	128	281	9	1	11	16	43	9	396
ADAMTS1	2176	2262	526	5360	4823	2703	927	2282	1278	467	2682	5523	1383	837	1365	1497	2345	1251	1808	4108	7359	3054	3043
ADAMTS20	1	0	0	16	8	2	2	0	0	0	0	1	0	1	10	0	5	0	1	2	9	1	0
ADAMTS2	585	1361	1040	1221	2321	2797	2131	918	49	82	2778	2559	1637	1632	1739	321	2604	1775	5244	200	2467	1206	3172
ADAMTS3	393	70	14	82	140	201	79	93	20	58	83	87	89	40	59	27	193	48	116	311	236	181	37
ADAMTS4	1233	1399	482	1987	2085	4002	1031	3297	244	1945	1150	2212	3405	1336	821	176	1882	1473	4175	1108	5302	1162	1956
ADAMTS5	208	355	71	518	886	1145	732	967	76	235	974	1415	560	389	882	176	1801	220	2142	334	1316	1481	356
ADAMTS6	27	201	127	86	346	284	208	194	62	17	213	261	273	293	105	56	196	195	374	255	469	227	275
ADAMTS7	466	402	334	319	482	581	429	1000	186	107	475	736	527	385	586	155	490	333	1414	292	387	239	1120
ADAMTS8	9	27	6	271	47	521	58	412	17	45	12	25	8	106	34	404	109	579	45	85	176	322	92
ADAMTS9	877	712	181	680	875	1253	398	1503	234	253	548	553	1663	384	772	266	1648	734	1284	562	4968	1074	653
ADAMTSL1	23	355	88	662	690	583	221	289	72	18	649	329	501	141	1033	207	676	596	412	51	305	268	560
ADAMTSL2	64	243	271	155	473	547	272	876	415	237	1162	621	957	322	373	292	246	505	1081	169	332	431	877
ADAMTSL3	447	65	40	153	442	251	156	349	53	44	789	412	2877	132	1392	478	501	456	969	183	298	245	487
ADAMTSL4	1142	495	188	596	513	517	127	233	227	347	685	1232	779	135	266	198	1058	759	625	151	457	490	1803
ADAMTSL5	106	188	60	230	407	144	134	53	284	722	215	826	81	381	66	36	177	90	185	7	181	339	67
ADAP1	1517	662	132	521	509	734	594	390	411	682	984	765	865	1134	1191	1023	157	484	251	44	326	479	179
ADAP2	285	951	288	1573	642	797	379	875	465	342	953	337	1517	405	1604	499	882	1840	1771	320	445	785	592
ADARB1	2541	1145	591	2570	1378	1745	1346	1130	534	708	3008	2322	1756	1467	2421	1381	1752	1895	3970	1515	1786	1420	1950
ADARB2	0	3	3	6	7	6	8	6	0	40	1	5	2	0	4	11	4	4	1	0	8	13	37
ADAR	22239	19654	22468	52199	33284	65587	22414	22587	11169	30362	72000	43153	35326	31255	69272	33997	43422	29010	45561	44456	33554	31353	22376
ADAT1	827	384	391	1546	810	1465	719	368	97	269	1598	825	973	913	3567	995	814	1108	1871	453	1521	704	970
ADAT2	441	520	176	234	211	365	156	561	291	175	130	248	201	253	140	169	185	905	207	923	323	352	739
ADAT3	38	295	158	214	62	187	34	95	129	266	82	207	18	72	71	108	30	85	29	88	168	73	38
ADA	162	291	413	483	282	567	147	1679	81	176	623	414	288	195	688	149	738	312	486	375	304	227	388
ADCK1	357	380	522	929	406	569	273	601	279	605	606	522	1152	641	767	662	321	359	541	367	399	633	335
ADCK2	2341	1660	1865	4474	2236	4058	1747	2840	1439	2901	3824	2808	3876	2154	3310	4954	1997	1859	2173	3516	1875	2518	2026
ADCK4	1907	1322	2336	2032	1808	2830	1845	2700	1226	1931	3229	2022	1943	1313	3407	1882	1088	1604	2322	1248	1461	1935	1669
ADCK5	450	781	307	722	605	369	196	369	571	627	279	680	687	795	706	264	160	387	186	359	315	161	883
ADCY10	1	7	1	3	4	14	3	6	9	16	7	21	615	241	30	173	7	83	13	23	21	65	7
ADCY1	179	1840	72	3232	5456	896	1940	2835	1363	6595	2050	8228	273	2716	5607	1019	943	1647	598	78	4138	8519	13425
ADCY2	14	52	413	728	522	117	262	1011	26	2	446	337	1747	145	73	136	73	4165	89	1571	452	84	2891
ADCY3	5043	1574	3526	2250	2664	4776	1646	2368	952	1035	2981	1383	3482	1209	4423	3773	4718	2282	1451	8195	3162	2959	5281
ADCY4	29	416	407	308	493	655	199	700	469	131	314	181	451	322	341	226	1122	237	255	274	444	561	230
ADCY5	1	1183	11	154	235	67	150	41	45	0	873	315	592	66	623	3822	589	200	53	6	580	1527	241
ADCY6	5359	2364	2773	1783	4600	7392	7978	2288	4972	6898	11019	8546	7134	8210	7839	7039	5459	4805	12728	2095	4546	6563	9582
ADCY7	3760	1545	824	2176	1815	1898	1338	1248	488	264	2255	1454	1470	1029	4199	952	1823	3255	3139	1090	1201	1122	2146
ADCY8	0	0	2	11	3	2	0	0	0	0	0	1	0	1	48	2	5	0	0	0	2	2	8
ADCY9	1960	2482	6463	6440	4070	4550	3200	1711	1689	2619	7987	4344	1236	2074	2847	3064	3729	2882	2925	311	2221	3357	6298
ADCYAP1R1	2	0	0	6	4	20	12	6	0	4	10	11	2	5	5	3	83	10	12	2	8	19	2
ADCYAP1	159	37	7	135	157	160	24	0	3	2	24	17	6	12	13	1325	30	24	44	89	74	70	8
ADC	102	444	380	335	668	667	560	557	639	393	686	665	483	415	294	298	564	496	549	541	573	699	611
ADD1	7964	15953	9557	27048	15158	17977	15442	13013	7229	9702	15222	11983	16790	13315	22562	16140	12212	11247	17572	6926	15124	15340	22128
ADD2	9	42	11	54	65	99	29	43	16	5	439	24	88	18	1315	30	196	169	122	741	106	102	225
ADD3	1249	4019	1497	6795	3726	3068	4880	5618	1011	249	4033	1530	1423	1209	4078	1411	5707	5045	10787	3812	2683	3162	5207
ADH1A	1	8	0	9	97	14	44	6	33	0	48	1	0	0	7	6	689	15	1	0	9	38	27
ADH1B	0	1169	16	1151	10377	2702	6613	334	418	0	3658	25	10	148	510	887	74485	1122	2	17	2667	5058	2407
ADH1C	0	16	5	26	249	46	36	496	25	0	13	4	10	27	35	25	300	113	29	0	73	136	10
ADH4	0	2	0	0	3	1	2	0	33	0	0	0	1	0	0	1	1	0	0	0	4	4	4
ADH5	4056	4356	3136	11295	6057	7422	6426	3438	2932	2944	5031	7532	6223	4191	9736	3923	4958	5273	8963	9609	6464	6593	7711
ADH6	2	2	13	0	3	10	0	0	17	1	0	0	4	0	2	0	1	0	0	8	3	0	0
ADH7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0
ADHFE1	9	249	226	124	187	252	185	525	352	268	67	200	315	108	79	108	352	54	135	869	153	539	399
ADI1	6095	3165	2570	3444	2579	7014	1834	5533	2693	5021	4067	4843	3984	1911	10109	1683	3757	5195	2352	9986	3568	2932	1732
ADIG	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ADIPOQ	0	801	15	595	6705	1649	3523	365	121	0	3309	29	14	46	269	505	61766	1546	7	26	2437	4838	1971
ADIPOR1	7774	6819	12489	11226	10712	16678	7586	6715	12256	12667	13449	17664	15397	12251	15039	10375	8653	11262	13057	14924	9290	12891	9857
ADIPOR2	6184	4244	79698	8532	13196	20251	17730	23514	2407	5140	69602	11201	10694	7172	27612	6843	9195	9355	22372	14223	7639	9898	9612
ADK	441	1428	897	1985	1288	1593	1168	1345	773	1429	722	2108	1651	899	1343	1074	849	2124	1179	415	1193	1105	1970
ADM2	2599	529	860	1406	128	1179	239	700	1195	1246	1436	330	437	351	3204	207	209	518	1850	2332	288	595	584
ADM	2406	388	237	320	1147	308	162	161	54	908	110	2358	1523	134	172	52	848	96	477	687	509	240	689
ADNP2	2699	1500	1858	4002	2293	5154	2741	1244	644	1523	3620	3049	2033	2354	2753	2989	1627	2350	2517	4467	3215	2158	3268
ADNP	10023	5274	12098	27855	8939	19597	9957	8142	2904	6199	17853	14460	9038	8764	18673	17721	7088	11855	13992	7913	10984	10806	30516
ADORA1	600	479	303	376	258	1189	2057	460	42	269	344	330	227	367	6651	80	3329	323	196	1203	1880	992	3398
ADORA2A	103	3457	221	536	886	372	218	1152	257	117	597	2814	2533	1270	2938	119	415	3797	343	826	344	482	464
ADORA2B	780	43	62	49	92	251	64	154	100	78	37	157	182	63	138	94	32	98	45	169	312	123	87
ADORA3	62	868	296	747	500	719	308	489	1160	272	526	189	1071	395	1044	135	419	1071	1222	217	430	507	820
ADO	778	919	1926	2005	1763	2922	2216	2578	730	1183	1859	2079	2256	1801	3068	2579	1381	2188	2154	4964	2741	2514	1973
ADPGK	1964	2214	2222	2812	2549	3858	2009	2859	1913	3295	3441	2811	3701	2258	2475	2746	2344	2479	3263	3605	3687	3414	2292
ADPRHL1	293	259	640	401	279	398	292	214	199	434	299	550	633	634	1299	18	290	152	405	575	248	449	443
ADPRHL2	1113	1706	1500	4119	1711	2169	1691	2789	1260	1717	1869	2660	2369	1290	2299	791	1563	1582	2151	2085	1995	1726	4065
ADPRH	669	432	818	816	864	643	524	586	234	152	727	472	1215	374	1174	332	695	580	1152	449	974	615	608
ADRA1A	7	0	1	0	17	9	7	7	1	0	4	5	0	0	6	12	43	4	1	5	6	7	0
ADRA1B	3	12	10	194	16	26	17	68	18	76	187	23	12	9	37	4	32	12	32	23	12	24	396
ADRA1D	3	20	6	31	22	12	7	62	3	12	8	18	23	7	87	445	23	6	10	5	15	3	28
ADRA2A	33	534	578	297	1763	596	386	696	1811	2851	2677	1788	1557	5296	579	5323	2549	21574	650	85	1666	1138	6940
ADRA2B	137	37	27	39	31	15	11	113	27	31	58	60	53	26	47	23	29	10	47	775	41	42	161
ADRA2C	0	73	41	560	288	40	23	73	117	3	563	148	189	113	1679	274	83	314	227	1	63	46	33
ADRB1	0	1	0	57	23	171	10	72	20	0	6	1	61	151	4	1	58	7	10	78	10	450	3
ADRB2	2	174	38	152	159	218	61	150	194	14	123	119	183	33	105	278	483	184	65	8	77	147	42
ADRB3	0	3	0	1	1	5	0	0	1	2	7	0	1	1	1	0	6	3	0	3	3	1	4
ADRBK1	5943	4582	2407	6716	4951	7841	4191	5590	4216	4094	4689	5679	3273	5042	4968	4277	3406	6036	10283	5058	16043	5375	9631
ADRBK2	149	3714	1442	2377	1949	1628	1587	1798	2510	1560	2392	1201	1300	925	2762	2855	2755	4475	2403	840	1179	4513	1093
ADRM1	5437	3056	3694	9651	3030	3452	2580	13284	3176	3666	5209	5025	6647	4856	10370	2892	4123	2824	4455	5346	4068	3154	4642
ADSL	2142	1410	1921	4753	1946	3500	1385	2934	1423	1574	2118	2351	5173	1637	7299	2036	1330	3383	2334	4789	2578	2461	2229
ADSSL1	98	76	410	1261	429	358	168	635	392	452	397	1094	514	174	438	58	406	107	497	57	747	543	94
ADSS	5062	8312	3788	7618	7503	12844	5429	4633	2624	5808	8100	13864	5859	5294	8558	3288	2758	5478	8058	15097	6809	8307	9651
AEBP1	16623	33365	26249	25431	51750	49665	46581	41713	1816	1210	56996	89970	104811	58155	51028	5327	34674	28892	159971	9250	55740	21524	84230
AEBP2	1520	830	2218	1908	1828	2948	1439	1287	953	1348	2944	2761	1960	1384	2342	1487	1364	1379	1719	3558	2489	2318	2711
AEN	1359	857	1138	776	1463	1472	580	1298	906	832	1362	1267	2751	1016	2593	1130	1111	981	1534	1554	2761	1734	923
AES	9142	21638	20936	22840	14888	17564	9079	11521	31281	29749	25405	26782	8276	9772	11499	12745	9809	12562	13212	27602	15066	19226	16731
AFAP1L1	1071	523	302	561	611	779	387	1201	397	329	632	697	992	340	638	294	1562	508	1354	461	904	706	643
AFAP1L2	190	777	17802	909	1398	1195	1695	1184	912	508	7816	990	3717	980	1247	1667	1208	1056	1784	572	1527	1958	2031
AFAP1	2835	1991	1228	4863	3463	8063	4554	3599	737	2228	3105	4702	3560	3228	5317	2045	2933	2779	8277	5417	4341	4901	5719
AFARP1	5	6	5	8	3	26	0	8	1	3	5	9	4	2	18	1	7	26	8	11	6	13	18
AFF1	2197	4351	5049	8005	7525	11656	7501	3127	3796	6320	7163	8188	3146	5581	7850	4826	7067	5624	10971	2780	7819	9930	5887
AFF2	1001	26	9	98	77	31	22	30	9	15	70	42	36	28	45	65	86	49	142	519	74	56	29
AFF3	507	1603	4225	7865	7951	23937	19319	2090	3294	7057	9105	1754	10969	8713	33198	22742	14428	6322	14673	405	18441	11998	7764
AFF4	4408	4762	16409	11957	13386	23028	12277	3722	4474	4686	24762	20278	7665	8243	20432	14348	9181	10407	12537	3442	16033	16533	10426
AFG3L1	358	690	341	1060	426	526	422	1237	391	651	541	464	928	822	604	365	350	411	1141	949	714	711	1967
AFG3L2	7453	1930	4647	5084	4369	6036	3888	3054	1522	2487	8442	10327	12268	4817	8529	5881	3535	4522	6946	14232	5386	3896	3269
AFMID	573	1378	3011	1143	1553	2981	772	1901	1663	2265	1122	4491	2414	1954	1866	1528	692	1632	1233	2288	1206	1367	1978
AFM	0	0	0	0	0	0	0	0	8	0	1	0	2	0	0	0	0	0	0	0	0	0	0
AFP	0	3	5	29	37	0	9	2	1	0	2055	5	113	2	63	198	0	7	355	0	7	26	0
AFTPH	5313	3714	6235	5998	5004	8948	6567	4626	2708	6931	9305	8107	6358	3886	10725	9963	4295	5247	7783	8989	5927	7332	5745
AG2	194	620	287	322	574	441	341	952	207	257	310	499	1272	353	398	252	401	399	794	211	1304	300	359
AGAP11	3	103	32	67	110	444	85	222	58	376	26	68	275	78	122	253	186	166	243	12	96	133	116
AGAP1	1865	1004	1169	1623	1424	3351	1114	880	714	1377	1452	3177	2595	963	1242	1596	1546	3395	1494	1318	2582	1910	3046
AGAP2	294	383	78	458	189	195	87	143	184	69	268	108	70	88	469	195	387	478	346	65	138	187	144
AGAP3	4255	3177	2877	9207	2474	3651	2411	3228	2901	3624	4456	3966	3557	4422	4072	3013	2528	2665	4494	9201	3054	2895	5308
AGAP4	104	701	434	262	354	612	515	1386	1039	1008	289	375	679	622	258	216	375	422	563	693	472	778	900
AGAP5	22	202	73	65	123	400	189	250	198	353	124	119	104	111	82	89	77	180	215	59	129	265	234
AGAP6	45	567	151	112	164	388	349	870	711	1146	237	182	312	310	102	180	249	265	357	474	424	479	638
AGAP7	2	30	14	10	29	17	110	61	61	54	13	16	116	22	33	47	71	10	29	34	19	19	194
AGAP8	37	266	87	43	59	265	140	170	271	276	59	70	35	137	71	30	74	121	194	167	155	126	84
AGA	845	1449	608	1779	1293	2088	1504	1812	1141	1933	1042	1799	4155	1616	2931	2558	801	1440	2150	2287	2334	1519	1462
AGBL1	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1
AGBL2	1	11	31	46	74	122	128	4	72	422	31	17	64	131	62	232	5	11	119	11	56	128	28
AGBL3	5	10	7	3	31	23	19	24	16	24	15	33	9	12	7	2	11	12	15	38	69	19	13
AGBL4	3	32	49	207	22	135	42	54	50	57	91	73	6	1	46	1	7	3	5	2	11	23	125
AGBL5	3432	1454	1659	4229	1587	2941	1489	2290	1573	1335	1645	2542	1632	963	3004	2108	1344	1444	982	5447	1949	1788	1929
AGER	24	143	46	55	48	95	86	132	203	225	46	42	140	61	11	15	61	45	115	111	95	69	186
AGFG1	5646	2768	3383	4287	4223	6285	3247	2446	1303	3238	5915	5958	5333	3307	3570	2205	4629	3626	7171	3789	7598	5497	4584
AGFG2	320	639	862	846	1015	1443	660	823	939	1963	2315	1065	843	665	872	614	927	743	798	250	679	1115	556
AGGF1	1159	5341	3435	3373	3380	4564	3456	2123	2071	2307	5026	4787	3320	3144	5449	2622	2838	3369	3607	2295	3982	4590	2965
AGK	1610	1233	1327	2617	1364	2416	1481	1971	1117	2737	1576	1932	2502	1587	2110	1826	1176	1242	2039	3027	1420	1842	1318
AGL	1925	1212	8364	4131	38287	3724	7321	2772	755	424	2045	4287	2537	3809	26172	764	1857	3880	29939	954	5655	3084	6742
AGMAT	114	105	102	149	57	87	55	98	40	56	304	37	101	63	21	201	21	53	60	187	186	81	103
AGPAT1	5310	4676	3199	7924	5982	7131	4906	5811	2956	3363	5062	7158	11072	4339	4279	5372	4399	4872	6116	5067	4281	5672	7350
AGPAT2	3740	1062	5485	6384	2763	1996	1673	1183	5215	3265	7079	3044	894	3097	1999	1237	5952	718	2736	3517	1619	2497	639
AGPAT3	4577	6847	2918	9894	6375	9829	5552	4471	5508	5729	12030	9757	10513	7951	7908	7180	5611	5261	12833	7807	6118	8090	4921
AGPAT4	745	335	171	880	552	544	428	350	71	68	384	598	544	407	347	99	487	271	936	701	1043	985	1549
AGPAT5	2995	1252	3450	2276	2101	2769	2461	1317	1101	1025	3403	1622	1454	1491	2426	2685	1767	1433	2101	5102	1896	3059	1879
AGPAT6	16772	2686	7221	7379	3508	7352	5598	4033	4018	4004	4960	14562	4180	5514	9821	7904	3830	4848	3527	8243	16222	9074	11731
AGPAT9	1049	153	40	171	168	179	103	29	179	73	288	82	374	43	418	405	1170	102	59	3512	728	239	81
AGPHD1	46	181	41	105	100	149	42	272	85	104	129	248	102	82	98	68	147	105	80	62	266	220	121
