	TCGA-BH-A18S-01	TCGA-E9-A22D-01	TCGA-D8-A27L-01	TCGA-S3-AA14-01	TCGA-E9-A1NI-01	TCGA-E2-A1IU-01	TCGA-E2-A1IF-01	TCGA-E2-A15K-01	TCGA-C8-A1HO-01	TCGA-D8-A1X9-01	TCGA-D8-A27M-01	TCGA-A2-A0CT-01	TCGA-E9-A227-01	TCGA-AR-A1AW-01	TCGA-A8-A08I-01	TCGA-AO-A0JJ-01	TCGA-BH-A0EB-01	TCGA-A8-A07O-01	TCGA-A2-A0CK-01	TCGA-E2-A15D-01	TCGA-E2-A1B5-01	TCGA-EW-A1P5-01	TCGA-A8-A06P-01	TCGA-BH-A0HQ-01	TCGA-A8-A079-01	TCGA-A2-A25E-01	TCGA-A7-A5ZX-01	TCGA-A2-A0ES-01	TCGA-C8-A1HM-01	TCGA-E2-A10C-01	TCGA-A8-A09N-01	TCGA-AN-A049-01	TCGA-AR-A2LN-01	TCGA-E2-A1B6-01	TCGA-C8-A134-01	TCGA-D8-A1XR-01	TCGA-A2-A25C-01	TCGA-BH-A18K-01	TCGA-D8-A1JL-01	TCGA-BH-A0DL-01	TCGA-E2-A155-01	TCGA-AO-A0JF-01	TCGA-A8-A07Z-01	TCGA-C8-A26V-01	TCGA-D8-A73U-01	TCGA-D8-A27F-01
ABHD12B	19	234	1	15	9	4	84	4	2565	3	1	24	3	181	326	7	5	9	0	64	4	3	10	15	4	4	15	3	0	2	0	0	280	0	5	33	1114	105	27	6	1712	2	8	4	7	1
ABHD12	6186	7463	3737	2012	7542	4379	5344	5432	5026	3238	3754	5845	6516	3027	9808	6272	8512	3712	4199	1941	12943	10722	3940	3225	11573	5323	2559	2547	3431	5188	5335	5393	1682	9171	3733	6933	3896	5062	4475	4841	5840	3468	10485	8345	7228	2296
ABHD13	918	1044	1772	531	771	1003	1072	1192	1610	1534	2148	1102	1459	1041	1623	1582	1798	731	1088	1336	1448	776	940	978	458	2062	1089	1762	986	745	623	1048	1026	2531	3285	2273	3322	1153	5534	1002	733	1986	444	1274	1117	3370
ABHD14A	816	1283	486	443	612	681	871	826	1657	1029	320	211	1887	447	1578	1028	1073	288	1197	475	1050	1174	790	702	672	316	608	589	275	1023	289	335	517	2145	504	1153	456	745	513	183	397	604	1629	668	597	487
ABHD14B	7713	5714	4744	4493	3796	4717	6569	4807	7079	3958	2601	1569	6915	2748	5187	5836	6103	14269	4467	4658	5431	4911	4259	4776	3791	3368	4283	4367	1888	3503	3318	2601	2584	9545	3736	6070	6849	5647	4175	1657	1641	3511	4527	2797	2561	3483
ABHD15	1939	2097	1341	1050	691	1062	1097	1600	730	1078	1162	1357	1828	1087	2180	1482	1331	401	836	1312	1350	1369	1034	717	1469	1821	622	908	1276	744	311	1927	752	2345	887	2218	2658	969	1166	670	680	1042	839	1278	921	382
ABHD1	114	37	56	15	80	16	66	88	182	34	34	36	252	16	78	27	13	17	128	185	23	35	53	35	102	46	65	59	18	93	29	18	60	34	81	151	203	143	56	47	74	45	31	60	30	20
ABHD2	8170	40166	27380	8182	4680	13955	2454	6797	50871	26741	20515	8574	53764	23569	40100	12472	15146	6776	15738	45470	10069	18428	15882	21177	42393	17003	6565	13613	6561	3233	83596	21948	7781	5440	11618	27871	22626	9585	30442	8191	169127	11398	3845	20835	8328	8433
ABHD3	2201	2682	1459	1810	1030	3339	2008	6130	988	1116	2628	1214	1763	1336	3433	4357	4198	1467	1735	3574	1665	1978	627	1704	2506	1161	661	745	1300	2216	1152	963	2421	3024	3678	5675	1540	1855	1910	874	2566	2224	492	1833	763	3419
ABHD4	3560	5013	3772	1436	1656	2135	2716	3915	4359	4161	3585	3012	2556	2429	7097	2680	3538	967	2415	2582	1735	3877	3615	2158	5036	3669	2183	2754	3583	4183	1574	2173	2256	1853	3063	3524	5337	3952	3603	3028	1669	2549	2231	4654	1968	2194
ABHD5	1948	3072	2596	1661	1670	2071	1595	1976	3148	4094	1872	3168	2584	1653	5750	1684	2290	3654	1425	2792	1695	2435	2088	1598	2136	2767	1252	2379	1371	1211	2752	1254	1168	2003	3119	3172	5866	2384	2726	4798	3299	2285	1003	3524	778	2539
ABHD6	448	700	912	156	504	286	603	651	444	545	381	166	922	333	423	386	1192	276	447	495	485	463	322	178	428	184	217	390	233	193	140	239	484	625	364	510	291	256	494	379	284	643	130	502	285	171
ABHD8	764	475	812	417	629	827	959	809	810	1083	397	637	670	713	903	981	453	208	1115	503	368	985	583	577	1177	569	1021	576	262	679	266	752	362	1569	2229	917	571	459	981	581	847	563	1182	1243	621	785
ABI1	5285	5707	5570	1938	2453	3322	2341	3408	6187	6962	8596	3191	5024	5146	6989	3826	4707	5672	2961	4242	3838	2606	4846	2494	3476	5497	3633	4061	3418	3194	3526	2400	2444	6764	6321	5347	7393	3998	8389	5839	5880	4085	2215	7693	3001	10702
ABI2	3653	3550	6052	1459	1781	3480	2599	2881	6685	8059	6121	2528	4243	3577	4884	4593	3202	2277	2969	3899	2234	3864	3229	2476	5482	6152	4392	5333	3262	2200	1481	2763	2480	7494	8636	4612	6166	2691	4998	2469	6786	3683	2188	5981	2419	3315
ABI3BP	136	1361	2988	511	230	633	874	1996	711	1138	2113	125	3262	11568	2664	3262	932	33	742	1384	3844	643	1750	964	241	905	1399	4077	336	552	243	971	2523	3423	1557	659	2457	669	902	390	735	2970	95	448	1376	917
ABI3	434	2052	577	278	268	417	455	485	289	559	881	259	668	864	1346	883	1137	611	717	406	985	733	359	290	406	282	437	424	605	373	238	447	411	1770	1228	700	498	537	932	1302	152	820	582	529	1278	393
ABL1	3863	5983	9656	4958	2735	5157	5534	5441	9376	8678	5213	3109	5562	5390	6898	4590	5581	5806	5941	6658	3653	5369	6906	5493	4332	5190	5727	6707	3021	4510	6450	3380	4621	3576	5901	6302	10292	5624	9121	3956	2869	6230	5094	9337	5134	5789
ABL2	5217	2125	4145	1761	2163	2205	3293	1582	3766	5921	9163	2398	4677	3867	5883	2225	3622	7495	2702	6110	2067	2119	3211	3141	2201	3621	2014	4333	2398	1758	1613	3296	2606	3594	5411	6860	6382	3831	6907	5079	3234	3915	1925	3470	2441	4313
ABLIM1	10047	2586	11426	2389	2051	7071	5146	4561	2339	5417	6917	764	5784	9093	3489	9990	7261	15559	3420	10284	7736	4010	6536	4802	7456	3820	5722	16208	1224	2804	10113	4485	6002	11318	6760	6468	9040	4703	15592	10778	7302	8720	1711	13218	4454	2743
ABLIM2	262	132	670	72	133	83	238	41	193	183	1670	119	292	148	216	263	139	221	229	343	183	232	819	156	117	195	128	248	30	40	41	181	186	151	449	275	119	198	296	1455	502	176	157	480	179	510
ABLIM3	3493	2568	3181	3522	1508	5925	1643	2642	3031	6718	1270	1362	691	1281	2022	1704	4236	248	529	1959	1236	6672	2140	2707	1547	3005	1555	3761	131	402	2682	595	3127	578	1342	1248	916	1592	298	334	2082	2439	1317	2527	820	1846
ABO	2	2	33	30	12	25	22	197	30	9	82	25	33	14	152	111	10	76	22	40	17	9	32	11	7	36	6	35	4	14	7	14	112	50	12	375	400	42	58	50	4	46	3	7	26	8
ABP1	3	130	98	7	11	9	23	87	1	11	120	22	38	104	95	21	23	166	4	15	103	34	26	4	15	17	7	17	9	35	6	20	18	301	87	15	32	58	203	168	14	55	22	10	70	50
ABRA	0	1	0	0	0	0	1	0	2	1	2	0	0	0	1	1	2	1	2	0	1	0	2	0	0	0	2	7	4	0	0	0	0	9	1	0	1	0	0	1	2	1	0	0	1	0
ABR	2522	6657	8154	2912	3018	4691	4918	4565	3900	5444	7888	2025	7627	6597	12881	4428	6857	2928	3225	7031	3462	4636	7650	6517	5832	3369	3648	5676	2415	2838	2608	2940	3818	7856	5573	6603	9902	4910	9977	5625	6114	5243	4718	4606	6109	4488
ABT1	1641	2610	1753	735	1455	1229	1602	1499	2175	2224	1338	2394	1664	1722	1357	850	1902	2226	1773	1359	1669	1223	1895	1350	1247	1623	1615	1257	1490	1608	1577	1460	902	4711	5389	2032	2873	2361	2723	2344	1267	1221	960	2292	1227	3666
ABTB1	1060	1525	1153	590	553	1026	1876	707	1037	733	1364	691	1358	1207	1194	1743	752	331	2997	1543	1069	828	1130	474	1139	777	1738	1308	388	315	332	1736	1369	2918	2504	579	605	570	740	495	1955	998	949	1369	1571	701
ABTB2	51	229	356	92	96	101	224	92	583	1232	2246	372	123	447	1250	111	157	1023	164	556	201	199	723	111	258	387	208	148	143	368	181	91	133	1712	1307	133	158	119	1472	1536	276	215	108	669	137	2343
ACAA1	5191	4244	4698	6757	3235	4930	3699	4518	2581	2408	2803	2203	8622	1889	4691	3223	4992	3134	3610	3202	2877	2532	4755	3245	2651	2695	4149	3622	969	3421	2408	1842	2194	5912	2788	6318	4686	3010	4684	2153	3471	4870	3622	4192	3960	2068
ACAA2	902	5651	3875	2961	2216	755	2690	2096	1775	2193	2940	2301	2407	2056	8411	2430	3676	2330	3449	4559	2201	1199	2578	1242	2366	5241	1825	2801	1367	1846	497	2160	1199	4985	5139	2996	3459	2530	3289	2181	3498	2771	1468	4727	2008	2368
ACACA	4225	7019	9063	10594	5897	10196	1914	3708	7449	10198	5141	9590	10552	7728	10440	4672	8558	9891	3479	4479	2505	4642	7424	11227	8639	11019	2965	7409	5784	6690	12494	9566	3428	4045	5642	14467	12926	10084	9910	5213	6266	6828	13894	4836	1998	7138
ACACB	1523	476	2262	876	202	2405	1046	255	354	848	2721	1283	2207	1330	3948	2494	926	169	1851	5042	1860	323	1449	507	2520	558	1446	3124	389	197	466	720	2913	1344	2563	918	1203	1435	1108	349	1359	2090	678	2688	1347	578
ACAD10	2138	1932	2142	1179	1423	1410	1166	1437	562	1397	1331	1557	1402	1450	2040	1083	1746	2245	1757	2152	471	1643	1453	1850	1282	2323	1486	1233	1175	935	1652	1565	557	2490	2006	3842	2473	1852	1424	1685	2013	1021	1295	2308	1026	1116
ACAD11	691	854	1671	566	604	587	816	605	1041	978	1236	260	1040	989	1978	668	607	807	841	1151	451	583	854	502	626	1178	1182	825	641	943	349	1302	643	2288	1113	779	1604	644	1216	1081	518	659	300	1601	989	747
ACAD8	1210	1298	1715	1671	638	528	1363	559	1012	868	1708	696	1489	2388	1948	1306	1644	1226	945	1466	735	761	1448	1002	1362	1146	1787	1422	634	2305	942	497	825	2186	1026	2831	1543	1554	1731	1578	980	1240	609	2281	1399	901
ACAD9	2376	2766	3161	1947	2086	2067	2072	2279	2035	3979	2894	1678	2930	1659	2444	2149	2727	4419	2682	1960	1233	2071	2793	1746	3202	2620	1794	2073	1752	1127	2901	4397	977	4750	7311	1859	4571	2493	4322	5302	2806	2048	2268	4046	1780	6946
ACADL	1	1	32	973	0	4	16	3	1	2	40	2	8	4	34	78	1	6	75	113	48	1	28	6	3	6	12	60	1	394	2	1	48	6	9	15	19	12	6	2	5	57	1	1	11	103
ACADM	3670	2890	3842	4731	1635	2363	843	2688	3407	3513	3168	1853	3885	2988	7155	2234	2575	4499	2453	3914	2071	1778	2823	2255	2416	4978	3273	3747	2110	809	3624	2052	2677	3415	3400	3513	1484	2965	8863	5044	4713	4016	1715	4119	1141	2907
ACADSB	17653	6811	10337	8158	5128	21214	3230	4024	10320	8535	1484	14995	5766	11295	14076	5551	6997	4302	4836	4820	5772	4827	3105	5937	4435	15379	14452	13191	4100	3021	3868	8045	9881	1975	1542	17936	8596	4105	2336	1305	22918	11002	6178	6610	3115	658
ACADS	774	556	744	1739	952	535	1185	1566	58	742	706	370	1155	716	1216	1323	664	391	2017	814	517	897	1082	595	920	352	1877	775	384	484	1102	979	734	1451	1276	683	783	880	773	636	74	1325	3713	1471	814	501
ACADVL	5749	9459	15981	11538	12654	10831	13642	12273	4133	8452	8942	5254	17512	11516	17461	8520	13483	9692	11823	16225	5949	8389	13069	9748	19197	16342	10079	11768	7077	10236	3895	8486	8017	11313	9600	20203	13100	10456	14165	5968	9835	11125	12021	11624	6574	11136
ACAN	79	138	472	62	269	46	426	90	225	357	20119	137	168	29	7	29	337	1054	91	80	36	199	366	213	43	116	53	35	46	123	31	314	115	10788	919	118	126	408	206	222	57	776	272	337	51	939
ACAP1	42	2818	513	150	44	252	263	745	70	226	1249	19	503	3010	1568	487	288	234	356	290	1907	208	179	71	199	141	96	153	801	518	157	246	246	6483	637	121	334	111	681	743	79	302	169	223	2245	110
ACAP2	3977	3632	5714	1976	1469	3062	1569	2692	4249	4578	5011	2526	2960	4131	8614	4058	4222	13515	2066	3319	2209	3109	2899	2275	2180	4421	2913	4146	4847	1292	2344	4755	2823	5210	5690	6771	10205	2558	12735	4130	5702	4850	1187	9650	2886	5205
ACAP3	588	3034	2161	2122	1045	1227	3338	2568	1368	2166	1506	500	1346	1756	1364	891	644	3245	2330	2321	1309	1464	1917	1182	1558	1127	2061	802	566	1604	1779	1046	1031	2060	1839	2931	1806	1687	2113	4451	2480	968	826	2362	1604	1189
ACAT1	4856	5386	5505	2714	1806	2522	2460	1935	1842	2509	1968	2371	8923	1670	4312	2842	5252	4922	1788	8815	1993	3695	3850	1715	2023	3229	2287	2408	2100	1828	4919	2459	1277	5213	4657	8424	3346	2951	6739	1271	2467	2612	3220	18185	1399	2488
ACAT2	820	1670	1214	678	1587	1138	1043	1703	719	1816	1775	993	2394	1431	1488	1270	1470	1556	779	642	890	1353	1513	1053	2309	1572	885	1038	2541	1118	867	1085	514	3708	3478	2127	2584	1470	4050	1907	2210	1107	1139	3470	970	7163
ACBD3	11612	6747	6200	2598	4102	3994	3777	6087	5826	10930	7415	4052	5294	5753	10321	7221	7012	11075	3601	9285	3583	5745	4968	5978	4653	8770	3900	4552	7721	2094	4695	5341	3704	4843	6501	21864	19567	6989	8746	10251	6562	5770	3242	12401	5252	11892
ACBD4	1058	549	950	523	469	1327	1078	751	254	1126	386	889	833	414	647	726	527	66	1102	893	268	939	807	577	630	910	993	579	238	835	270	605	473	804	435	598	621	520	215	429	317	471	766	840	550	241
ACBD5	3445	4117	3081	1577	1371	2011	1055	1984	3397	4982	4146	2350	2145	2455	4515	3012	2344	3286	1508	2473	1879	1653	2369	1457	2662	3781	1710	2253	1606	1204	2279	1045	1756	3302	1865	4321	4509	2064	4403	2962	6687	2534	1320	6482	1057	5376
ACBD6	1653	1263	1346	858	1624	951	2306	1512	1053	1547	860	1643	1845	1395	1499	1410	1602	1318	1952	2062	1019	1853	1475	1357	1345	1480	1338	854	1378	1422	925	1548	758	2503	4018	2767	3047	2073	1564	1841	1202	1159	1376	1485	1425	2363
ACBD7	10	231	706	84	140	59	36	12	314	340	339	62	94	135	368	338	38	229	244	129	153	105	57	64	1363	94	115	186	266	149	198	10	92	177	336	31	194	78	645	259	689	72	142	245	14	169
ACCN1	0	219	5	1	9	1	7	0	335	2	1	0	2	371	1	0	0	2	5	1	3	120	2	3	0	401	5	11	7	1	0	239	3	0	4	1	3	1	2	2	0	4	316	1	7	5
ACCN2	526	773	121	133	103	137	272	357	649	381	393	316	355	94	230	555	540	748	886	65	112	300	62	99	430	244	142	202	204	152	141	71	189	943	591	957	236	215	369	57	219	70	101	284	102	228
ACCN3	17	37	35	222	10	15	123	113	173	120	15	14	24	157	72	7	7	3	149	130	9	47	29	30	105	38	62	30	39	276	8	23	211	92	214	111	52	23	32	10	106	3	35	43	79	61
ACCN4	3	8	11	5	2	2	2	3	0	4	9	4	1	0	12	0	1	4	4	6	2	1	9	8	6	0	20	0	19	10	2	3	11	19	33	4	3	1	7	19	8	2	0	1	11	9
ACCN5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ACCS	470	293	679	583	351	741	687	213	414	342	1423	134	718	364	747	328	648	422	587	436	226	463	421	678	393	247	783	493	191	153	176	284	335	1010	1188	531	493	304	460	427	123	266	169	715	652	696
ACD	1115	912	813	542	463	635	825	605	1740	1286	688	485	565	605	2202	788	578	1384	870	584	634	970	896	688	1100	1161	1090	810	841	509	448	894	470	1895	1115	675	1218	754	1283	1196	777	473	994	598	657	752
ACE2	2	5	18	9	3	3	10	1	8	3	127	12	0	46	83	17	1	201	2	4	17	4	1	7	1	2	10	25	55	421	3	0	16	965	113	22	3	6	1764	373	4	5	3	66	12	406
ACER1	2	5	4	1	2	0	3	0	20	17	1	7	0	17	0	1	0	0	4	5	3	0	3	0	2	3	1	0	1	4	0	3	1	16	15	0	3	0	3	4	8	1	5	1	1	0
ACER2	332	436	1675	875	113	368	93	544	448	829	279	323	348	183	499	686	299	172	171	420	174	335	705	402	509	166	170	511	146	77	465	255	398	50	163	1571	2331	393	264	87	825	406	352	293	262	89
ACER3	1448	998	1150	313	535	2185	566	709	721	846	1662	654	1627	884	2305	924	1193	1258	316	853	892	1223	536	442	2482	1369	535	991	1054	377	924	1014	492	1151	1922	1106	1650	591	3232	1409	1962	1145	685	2015	918	1576
ACE	4605	3119	1271	601	783	1203	2092	1361	3157	1357	1195	940	1833	1124	10292	1773	3052	3828	647	1453	990	1750	1599	1250	465	2619	745	1350	1588	722	422	2544	1137	487	1299	1489	4376	1646	1852	1872	307	1652	1408	2033	2318	827
ACHE	26	76	50	24	11	26	42	76	314	85	245	158	34	305	122	92	14	57	37	54	267	6	14	28	15	19	54	32	68	59	6	19	29	406	282	17	22	13	209	63	12	32	11	8	58	41
ACIN1	9066	12453	11704	6010	7207	7328	7561	13720	9702	10491	8570	2927	10941	11055	15456	7670	9337	5821	10125	10231	4999	7971	9381	7440	11299	8194	8616	7226	6475	9105	5135	6412	7974	12008	11279	15751	20877	9552	9925	11126	7203	5859	5368	14552	7869	8705
ACLY	31985	15154	17307	16363	8149	11220	6997	9554	11231	24267	11868	17425	19031	13828	22050	8792	17347	19869	6797	11293	4328	10897	14406	19463	9089	22769	7270	11381	8504	8585	12101	13223	5076	8750	21830	24199	19662	13566	17112	6949	19022	13263	7270	9787	6942	13473
ACMSD	159	0	5	0	94	38	1	139	1	0	0	0	19	1	3101	0	61	0	0	1	0	72	15	1	3	2	19	17	0	0	0	6	10	0	0	1	1	1	0	0	0	30	167	76	3	0
ACN9	477	300	201	197	85	70	104	274	51	269	569	361	300	270	523	245	126	500	577	468	254	130	320	255	58	62	515	298	49	58	498	30	268	1381	894	636	578	557	833	1011	291	453	24	66	331	510
ACO1	3757	1983	3719	1847	1326	2570	2194	872	1018	4780	4346	1582	2692	1742	6716	3751	2291	2783	2156	3574	1912	1853	4053	2245	4012	2394	1909	2695	663	529	1481	1377	2102	2092	4364	4543	1801	2657	4244	1816	5841	4410	3757	8444	1907	5975
ACO2	7853	10704	6626	5901	4294	8740	3326	9672	13019	6677	17307	8036	12217	6386	9381	8353	4260	10536	5973	6259	7895	5515	6747	4721	12217	7151	4913	6329	3964	4616	5712	4866	4021	16953	13118	8490	5362	5042	10535	12780	14360	6440	8218	21646	5496	12955
ACOT11	25	97	145	20	194	35	67	358	74	178	332	61	51	58	296	101	84	1171	82	106	32	262	200	69	275	84	72	101	118	36	52	129	69	220	1325	46	51	75	655	1326	299	64	346	879	146	178
ACOT12	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	1	0	6	2	0	0	0	0	0	0	1	0	0	2	0	0
ACOT13	2021	2615	1608	1192	1598	1909	2510	1649	3811	3351	2012	3122	2688	1610	3821	1090	2244	1598	1002	1509	1927	1441	1151	1097	1523	3062	972	1646	1926	2319	1423	1337	784	4172	3975	4181	2311	2189	3000	1924	1806	1411	1677	2648	952	2350
ACOT1	1852	3304	2016	2526	1427	997	2268	1263	2073	1323	1204	2493	894	571	2648	1115	2710	620	930	1656	1675	1075	2388	1185	3467	1055	1428	1421	649	3564	3011	1238	927	1406	1756	1323	7492	3928	724	607	1680	2176	972	1588	1359	1796
ACOT2	1323	2302	1625	1306	954	729	1185	946	1346	1125	751	1501	324	430	1889	879	1744	462	516	893	874	871	1993	646	2246	690	787	1073	408	1579	1018	969	762	804	1351	1321	4674	1822	730	435	851	1620	788	1138	1131	985
ACOT4	1452	3550	1036	1514	1335	524	899	1411	1178	1406	198	484	1449	135	2057	962	1192	189	379	916	716	598	1894	929	796	681	609	487	228	1400	673	717	328	353	437	2164	3713	1249	281	200	277	1012	640	958	334	240
ACOT6	14	23	18	14	20	4	16	6	12	9	1	4	3	0	12	8	4	1	6	15	8	5	47	12	19	19	2	10	4	109	16	5	8	23	6	17	79	34	6	0	2	7	4	11	5	3
ACOT7	1316	3447	1595	387	1132	946	1944	1696	4235	1594	2120	814	2438	973	3838	692	1234	2872	1069	993	1151	2170	1309	769	2513	2298	781	824	1609	1537	1043	918	263	2896	2471	1216	1654	1044	5454	3421	5774	640	3122	4146	801	1087
ACOT8	683	1572	892	456	714	742	831	993	802	845	768	2228	1210	753	1892	602	1073	923	938	580	616	860	698	824	1503	1251	855	578	1458	962	1220	728	427	2601	1112	1425	861	1746	482	914	712	611	704	1243	509	939
ACOT9	975	2358	1828	794	501	405	1127	539	561	2057	2749	299	1517	1042	2229	753	910	2544	1283	1212	920	619	1457	694	709	904	986	1137	1037	1060	608	628	608	2575	2859	1368	1998	1673	3480	845	822	1203	512	2284	1202	4259
ACOX1	8386	4037	4903	2285	2801	3946	3546	3517	11422	8580	5039	5017	5781	4453	6222	5316	5952	4519	3329	4340	2820	3942	3884	3315	5442	9024	2974	3877	3497	2624	2563	4662	2586	7338	7263	7481	7024	3243	10726	5482	8195	4949	1518	9350	1972	9133
ACOX2	1688	4551	465	98	3183	710	4884	6703	1295	1432	82	111	153	84	601	225	5333	37	830	221	1278	2388	355	368	3428	149	816	927	850	424	116	1419	792	159	254	745	3494	438	150	22	572	1692	516	221	210	52
ACOX3	2018	2262	3820	1510	1677	2867	2085	1802	2278	2137	1662	1774	1360	1641	3227	1457	2110	1968	1768	2477	895	774	2359	2619	1011	5664	1830	1623	664	1014	3582	693	790	2162	5709	1287	740	2028	2146	3971	7345	1842	1668	4197	795	1813
ACOXL	0	246	4	2	3	22	6	16	3	7	9	0	3	105	46	31	213	52	15	6	28	9	4	1	2	5	6	4	44	6	5	2	2	17	8	191	1	8	6	9	13	2	9	163	29	6
ACP1	5747	5870	5510	2664	3930	4298	3262	4048	5657	7831	5825	4396	5320	4125	7587	4328	4660	5988	3566	3871	5239	3232	7439	2939	4525	8257	3995	3023	4645	4161	2734	3690	2031	7290	7573	5224	7714	4326	5710	5013	7494	3223	1832	9702	2749	6708
ACP2	5646	9807	3799	2268	2506	5344	4132	4945	4125	5445	3060	3479	5421	3567	7363	3762	6872	2516	2925	2650	2002	3996	3987	2480	4671	5078	3184	2907	3235	1710	4017	4828	1919	6487	5551	4619	7702	5600	5452	5344	1324	3393	1857	7044	3433	3612
ACP5	4274	10311	2382	892	2368	4079	3614	6258	3321	5543	4522	3367	6383	5959	11071	3501	4846	4641	2883	2719	5256	18191	2900	3478	3534	2731	2521	1422	2129	6663	1150	1925	1206	5973	4159	3308	7638	5126	8074	8530	646	2960	2242	15487	12154	3268
ACP6	2199	885	665	399	552	726	1083	839	449	856	411	838	957	555	662	472	878	915	897	1256	292	630	730	1155	905	797	1347	751	409	810	172	498	315	837	300	2394	1335	1310	1078	2236	95	851	1406	831	1199	410
ACPL2	2630	3448	1843	1426	986	1440	1352	488	1137	929	948	1181	2067	1436	2287	1989	1950	825	1224	1906	436	602	1028	1420	1491	1387	1557	1492	1779	429	1165	898	1211	1844	1749	1607	2902	2193	2270	1334	1208	1623	506	2331	844	2697
ACPP	25	99	152	107	29	56	30	150	92	174	55	105	38	23	192	73	47	18	20	13	110	34	20	47	313	61	76	193	118	75	47	126	44	51	59	117	553	65	70	821	28	86	16	333	43	93
ACPT	0	0	1	0	0	0	1	0	0	1	0	0	0	0	7	0	0	0	1	0	0	2	0	0	1	0	8	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1
ACRBP	249	159	109	56	119	48	30	147	47	70	115	41	158	202	321	147	72	36	90	171	49	129	63	33	81	61	53	51	124	68	133	46	166	125	78	48	112	65	216	171	38	60	122	82	129	46
ACRC	13	75	72	32	21	14	62	49	43	51	88	2	67	86	109	23	32	13	51	89	51	25	34	12	123	50	90	51	60	96	16	21	66	271	91	90	35	30	49	81	62	40	12	48	57	42
ACRV1	0	11	3	2	0	2	2	1	6	1	3	3	3	6	4	3	3	4	5	3	1	3	16	1	3	1	3	2	8	4	2	0	0	64	11	3	0	38	16	4	3	2	1	6	1	19
ACR	2	1	7	6	3	6	4	2	4	2	29	0	9	5	3	2	3	22	12	9	11	3	14	5	7	5	3	9	3	28	2	16	13	22	6	15	2	2	80	2	37	5	5	2	4	34
ACSBG1	7	7	76	5	15	4	10	14	12	18	14	4	15	13	2	6	6	3	21	13	12	0	7	9	2	12	20	33	2	11	1	3	17	34	71	14	9	8	8	8	7	16	7	9	8	40
ACSBG2	1	2	10	3	4	6	9	5	3	6	1	2	4	12	9	0	6	1	6	2	8	0	3	4	7	5	21	6	7	1	1	2	3	22	4	5	11	3	6	5	11	2	2	3	9	3
ACSF2	6979	2317	3109	5144	1989	5858	3556	2348	3272	2596	1012	1458	5789	2924	4900	2608	2713	738	2879	5666	6432	840	5706	1691	4760	1277	3351	2845	1604	1904	376	2158	1944	2384	1547	5010	3480	1636	1294	1179	1449	1839	1541	9201	1419	460
ACSF3	1344	1115	856	598	637	661	886	728	1095	741	419	563	833	845	1893	733	963	804	798	854	538	622	717	980	701	406	1155	769	585	721	445	681	536	1854	2007	917	1773	954	874	1251	778	551	847	1021	728	739
ACSL1	3253	10280	6039	4700	1009	1311	2270	1030	2993	2940	17108	2970	10711	2815	8794	6850	2195	8621	4463	9514	3968	7878	5646	5776	3136	5767	2441	4956	1995	5544	11082	2678	4699	7926	8767	6177	3233	9026	7083	22875	5783	6321	1132	8166	2598	12855
ACSL3	12038	22831	14316	21271	4543	13096	5093	7916	28554	21131	12978	19850	17397	9733	16820	7973	9973	13622	6272	10397	6505	5199	8624	9214	6560	10172	6284	10070	11551	6498	4462	5664	4985	4922	14101	12358	40232	10552	8732	9425	16358	8443	8474	26236	4373	7388
ACSL4	609	2537	3655	888	959	951	947	943	986	3429	5417	1744	1762	4706	4863	3188	2697	2875	889	1615	1712	1304	2247	1327	605	1688	2082	3076	2389	624	1032	1428	1919	3345	4708	1418	3112	1805	8104	2835	1353	4355	417	1781	1981	7903
ACSL5	513	2908	2502	305	787	612	513	2427	357	811	3104	257	1224	3611	8853	1550	2325	1312	1591	2440	2275	2240	715	1761	273	455	1332	1492	1511	879	2813	1042	1989	4097	3950	365	893	595	5117	1843	228	1757	1463	1792	2240	577
ACSL6	18	63	21	4	17	26	6	20	12	109	1200	34	13	223	28	53	38	59	11	205	80	118	18	13	12	82	3	14	16	9	4	99	11	178	361	14	46	9	57	32	51	30	1	406	51	1001
ACSM1	649	173	174	476	42	125	441	482	60	23	5	10	499	45	27	108	389	5	19	102	303	177	68	699	26	224	105	47	59	142	33	191	102	81	75	98	86	41	6	4	54	83	271	97	25	4
ACSM2A	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	1	1	0	0	0	11	0	4	2
ACSM2B	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ACSM3	81	91	317	42	21	99	49	27	131	47	42	43	117	248	735	161	110	164	73	33	182	64	42	52	60	47	228	425	64	349	45	17	160	260	712	14	77	64	62	61	103	87	35	96	109	16
